title,genres,type,developer,publisher,user_rating,metacritic_score
The Sims 3: University Life,Strategy,,The Sims Studio,Electronic Arts,4.25,72
Rain,Adventure,,SCE Japan Studio,Sony Computer Entertainment,3.62,72
Tetrobot and Co.,"Action, Strategy, Casual, Indie, Puzzle",Singleplayer,"Neko Entertainment, Swing Swing Submarine","Neko Entertainment, Swing Swing Submarine",3.38,72
Earthworm Jim HD,"Action, Arcade, Platformer",Multiplayer,Gameloft,"Microsoft Studios, Interplay Productions",3.79,72
The Journey Down: Chapter One,"Adventure, Indie, Puzzle",Singleplayer,"BlitWorks, SkyGoblin","BlitWorks, SkyGoblin ek. for.",3.17,72
Champions Online,"RPG, Massively Multiplayer","Singleplayer, Multiplayer",Cryptic Studios,Perfect World Entertainment,2.23,72
State of Decay: Lifeline,"Action, Shooter",,Undead Labs,Microsoft Studios,3.85,72
République,"Action, Adventure",Singleplayer,Camouflaj,"GungHo America, Camouflaj",3.29,72
D4: Dark Dreams Don't Die,"Action, Adventure, Casual, Indie",Singleplayer,Access Games,"Microsoft Studios, AGM PLAYISM, Active Gaming Media",3.6,72
The Inner World,"Adventure, Family, Indie",Singleplayer,"Headup Games, Studio Fizbin",Headup Games,3.7,72
Dungeon Siege 3,"Action, RPG",,"Square Enix, Obsidian Entertainment",Square Enix,3.11,72
Zeit²,"Action, Shooter, Indie",Singleplayer,Brightside Games,Ubisoft Entertainment,0.0,72
The Last Federation,"Strategy, Simulation, Indie",Singleplayer,Arcen Games,Arcen Games,2.5,72
Knights of Pen & Paper,"Adventure, RPG, Arcade",,"Paradox Interactive, Behold Studios, Paradox North","Paradox Interactive, Paradox North",3.83,72
Qvadriga,"Strategy, Simulation, Sports, Racing, Board Games, Educational",Singleplayer,"Slitherine Software, Turnopia",Slitherine,0.0,72
Nightmares from the Deep 3: Davy Jones,"Adventure, Casual, Puzzle",Singleplayer,Artifex Mundi,Artifex Mundi,3.5,72
Cities in Motion 2,"Strategy, Simulation","Singleplayer, Multiplayer, Cross-Platform Multiplayer",Colossal Order,Paradox Interactive,2.79,72
Hohokum,"Adventure, Arcade, Casual, Indie",Singleplayer,"Sony Interactive Entertainment, SCE Santa Monica, Honeyslug, Richard Hogg","Sony Computer Entertainment, Annapurna Interactive",2.98,72
Prince of Persia: The Forgotten Sands (PSP),"Action, Platformer",,Ubisoft Montreal,Ubisoft Entertainment,2.12,72
Gray Matter,"Adventure, Casual",Singleplayer,WizarBox Production,Viva Meda,3.63,72
Hammerwatch,"Action, Adventure, RPG, Indie","Singleplayer, Multiplayer, Local Multiplayer, Cross-Platform Multiplayer, 4 Player Local","BlitWorks, Crackshell","BlitWorks, Crackshell",3.41,72
Test Drive Unlimited 2,"Racing, Arcade","Singleplayer, Multiplayer","Atari, Eden Games, Eden Studios",Atari,3.8,72
GoldenEye 007: Reloaded,"Action, Shooter",Multiplayer,Eurocom,Activision Blizzard,3.88,72
Amnesia: A Machine for Pigs,"Action, Adventure, Indie",Singleplayer,The Chinese Room,Frictional Games,3.22,72
Guilty Gear XX Accent Core Plus R,"Action, Fighting","Singleplayer, Multiplayer, Local Multiplayer",Arc System Works,Arc System Works,4.04,72
Avalon Code,"Action, RPG",,Matrix Software,XSEED Games,0.0,71
Lost Echo,"Adventure, Puzzle",,KickBack,Konstantoglou N - Antonopoulos E GP,0.0,71
March of the Eagles,"Strategy, Simulation","Singleplayer, Multiplayer",Paradox Development Studio,Paradox Interactive,2.5,71
Temple Run: Oz,"Action, Adventure",,Disney,Disney Interactive,3.83,71
DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,Action,"Singleplayer, Multiplayer, Local Multiplayer",Koei Tecmo,Koei Tecmo Games,3.58,71
Poker Night at the Inventory,"Sports, Casual, Card","Singleplayer, Multiplayer",Telltale Games,Telltale Games,3.4,71
Ace Combat: Joint Assault,Action,,,,0.0,71
Gods Eater Burst,"Action, RPG",,"Bandai Namco Entertainment, SHIFT","Bandai Namco Entertainment, D3 Publisher",0.0,71
Surgeon Simulator,"Action, Simulation, Educational, Indie","Singleplayer, Multiplayer",Bossa Studios,Bossa Studios,3.43,71
Assassin's Creed Unity,Action,"Singleplayer, Multiplayer","Ubisoft, Ubisoft Montreal, Ubisoft Toronto, Ubisoft Montpellier",Ubisoft Entertainment,3.63,71
The 3rd Birthday,"Shooter, RPG, Strategy",,Square Enix,Square Enix,4.0,71
Toy Soldiers,"Action, Strategy, Simulation, Casual",Singleplayer,Signal Studios,Microsoft Studios,3.63,71
Burnout Crash!,"Action, Racing, Arcade",,"Electronic Arts, Criterion Games",Electronic Arts,3.26,71
"Zombies, Run!","Adventure, Sports",,Six to Start,Six to Start,0.0,71
Lords of Xulima,"Adventure, RPG, Strategy, Indie",Singleplayer,Numantian Games,Numantian Games,3.35,71
The Kings' Crusade,Strategy,"Singleplayer, Multiplayer",,Paradox Interactive,1.67,71
FOTONICA,"Action, Arcade, Casual, Indie","Singleplayer, Multiplayer, Local Multiplayer",Santa Ragione,Santa Ragione,3.36,71
Nuclear Dawn,"Action, Strategy","Multiplayer, Cross-Platform Multiplayer","InterWave Studios, GameConnect",Iceberg Interactive,2.75,71
State of Decay: Breakdown,"Action, Shooter",,Undead Labs,Microsoft Studios,3.6,71
Black Mirror II: Reigning Evil,Adventure,Singleplayer,Cranberry Production,"THQ Nordic, Viva Meda",3.68,71
Double Dragon: Neon,"Action, Adventure, Arcade, Indie","Singleplayer, Multiplayer, Local Multiplayer","Abstraction Games, WayForward Technologies, Majesco Entertainment Company","Majesco Entertainment, Midnight City",3.42,71
DRIVECLUB,Racing,"Multiplayer, Online multiplayer",Evolution Studios,Sony Interactive Entertainment,3.52,71
Subway Surfers,"Action, Arcade, Casual",,Kiloo,Kiloo,3.85,71
Naruto Powerful Shippuden,"Action, Platformer",,Inti Creates,Bandai Namco Entertainment,0.0,71
Toukiden: The Age of Demons,Action,Multiplayer,Omega Force,Koei Tecmo Games,2.77,71
PAYDAY 2: THE CRIMEWAVE COLLECTION,"Action, Shooter",,505 Games,,0.0,71
Sideway New York,"Adventure, Arcade, Indie",Singleplayer,"Playbrains, Fuel Entertainment",Playbrains,2.82,71
J.U.L.I.A.: Among the Stars,"Adventure, Indie, Puzzle",Singleplayer,"CBE Software, CBESoftware",CBE Software,3.52,71
Warlock - Master of the Arcane,Strategy,"Singleplayer, Multiplayer",Ino-Co Plus,Paradox Interactive,2.71,71
ASURA'S WRATH,"Action, Adventure",,CyberConnect2 Co.,Capcom,4.19,71
Pilotwings Resort,Simulation,,"Nintendo, Monster Games",Nintendo,3.75,71
Corpse Party,"Adventure, RPG, Indie",Singleplayer,"XSEED Games, MAGES, 5pb.Inc., Marvelous USA, GrisGris","XSEED Games, Marvelous USA, MAGES, 5pb.Inc.",3.7,71
Halo 2: Anniversary,"Action, Shooter",,343 Industries,Xbox Game Studios,4.23,71
CAR JACK STREETS,"Racing, Arcade",,Tag Games,Tag Games,0.0,71
Battle Worlds: Kronos,Strategy,"Singleplayer, Multiplayer, Cross-Platform Multiplayer, Asynchronous Multiplayer","THQ Nordic, KING Art","THQ Nordic, Nordic Games, KING Art Games",2.25,71
Fallen Earth Free2Play,"RPG, Massively Multiplayer","Singleplayer, Multiplayer",Reloaded Productions,Gamersfirst,2.09,71
BioShock Infinite: Burial at Sea - Episode One,"Action, Shooter",,Irrational Games,2K Games,4.26,71
Mass Effect 2: Kasumi – Stolen Memory,Action,,BioWare,Electronic Arts,4.06,71
EA SPORTS UFC,"Simulation, Sports, Fighting",Multiplayer,Electronic Arts,"Electronic Arts, EA Swiss",3.3,71
To End All Wars,"Strategy, Simulation","Singleplayer, Multiplayer",Ageod,Slitherine,0.0,71
Europa Universalis III: Divine Wind,Strategy,"Singleplayer, Multiplayer",Paradox Development Studio,Paradox Interactive,0.0,71
World War III: Black Gold,Strategy,"Singleplayer, Multiplayer",,,1.96,71
Bionic Dues,"RPG, Strategy, Indie",Singleplayer,Arcen Games,Arcen Games,1.95,71
Screencheat,"Action, Shooter, Indie","Singleplayer, Multiplayer, Local Multiplayer, Cross-Platform Multiplayer, 4 Player Local","Samurai Punk, SURPRISE ATTACK",Surprise Attack,3.62,71
Tomodachi Life,"Simulation, Casual",,Nintendo,Nintendo,3.88,71
Jolly Rover,"Adventure, Casual, Indie",Singleplayer,Brawsome,Brawsome,3.0,71
Lilly Looking Through,"Adventure, Indie, Puzzle",Singleplayer,Geeta Games,Geeta Games,3.24,71
Styx: Master of Shadows,"Action, RPG",Singleplayer,Cyanide Studio,"Focus Home Interactive, Nacon",3.15,71
The Crew,"Adventure, Racing, Massively Multiplayer","Singleplayer, Multiplayer","Ubisoft Reflections, Ivory Tower",Ubisoft Entertainment,3.32,71
Tom Clancy's Ghost Recon: Future Soldier,"Action, Shooter","Singleplayer, Multiplayer","Ubisoft, Ubisoft Paris, Red Storm",Ubisoft Entertainment,3.66,71
The Elder Scrolls Online,"RPG, Massively Multiplayer",Multiplayer,"Zenimax Online Studios, Zenimax Media",Bethesda Softworks,3.66,71
Dreamfall Chapters,"Action, Adventure, Indie",Singleplayer,"Red Thread Games, Blink Studios","Deep Silver, Red Thread Games",3.82,71
Richard & Alice,"Adventure, Indie",Singleplayer,Owl Cave,Owl Cave,3.67,70
Squids Odyssey,"Adventure, RPG, Strategy, Indie",Singleplayer,The Game Bakers,"Plug In Digital, The Game Bakers",0.0,70
Before the Echo,"RPG, Indie",Singleplayer,Iridium Studios,,2.87,70
Take On Helicopters,Simulation,"Singleplayer, Multiplayer",Bohemia Interactive,Bohemia Interactive,2.04,70
Bomberman Live: Battlefest,Arcade,,Pi Studios,Hudson Entertainment,0.0,70
Full Auto,"Action, Shooter",,Pseudo Interactive,SEGA,3.68,70
Sanctum,"Action, Shooter, Strategy, Casual, Indie","Singleplayer, Multiplayer, Cross-Platform Multiplayer",Coffee Stain Studios,Coffee Stain Studios,3.29,70
Vertical Drop Heroes HD,"Action, RPG, Indie, Platformer","Singleplayer, Multiplayer","Digerati Distribution, Nerdook Productions, http:, nerdook-productions.com","Digerati, Digerati Distribution",2.35,70
Hyperdimension Neptunia Re ; Birth3 V Generation,"RPG, Strategy",Singleplayer,"Idea Factory, Compile Heart, Felistella","Retroism, Idea Factory, Nippon Ichi Software",3.45,70
LEGO The Hobbit,"Action, Adventure, Family","Singleplayer, Multiplayer","Feral Interactive, Warner Bros. Interactive, Traveller's Tales",Warner Bros. Interactive,3.41,70
Devil May Cry HD Collection,"Action, Adventure",Singleplayer,Capcom,Capcom,4.22,70
Metal Gear Rising: Revengeance - Jetstream Sam,Action,,Platinum Games,Konami,4.53,70
Thief,"Action, Adventure",Singleplayer,"Feral Interactive, Square Enix, Eidos Montreal",Square Enix,3.26,70
Lumino City,"Adventure, Indie, Puzzle, Platformer",Singleplayer,"Noodlecake Studios, State of Play Games",State of Play Games,3.43,70
Ratchet & Clank: All 4 One,"Action, Adventure, Arcade",,"Sony Interactive Entertainment, Insomniac Games, Insomniac Games North Carolina",Sony Computer Entertainment,3.51,70
Cities XL 2011,Strategy,,Focus Home Interactive,Focus Home Interactive,3.44,70
Bravada,"RPG, Strategy, Indie",Singleplayer,Interbellum team,Interbellum team,0.0,70
Atelier Meruru: The Apprentice of Arland,RPG,,Gust,NIS America,0.0,70
Retrovirus,"Action, Indie","Singleplayer, Multiplayer",Cadenza Interactive,Cadenza Interactive,0.0,70
Puddle,"Action, Strategy, Simulation, Casual, Indie, Puzzle, Platformer",Singleplayer,"Neko Entertainment, darrenville","Konami, Neko Entertainment, Spawn Digital, darrenville",2.78,70
Wild Blood,"Action, Adventure",Multiplayer,"Gameloft, Gameloft SE",Gameloft,0.0,70
Duke Nukem 3D: Megaton Edition,"Action, Shooter","Singleplayer, Multiplayer","3D Realms, Abstraction Games, Saffire, General Arcade, Sunstorm Interactive, Simply Silly Software",Devolver Digital,3.99,70
Doodle Kingdom,"Action, Simulation, Board Games, Casual, Indie, Puzzle",Singleplayer,"8Floor, JoyBits, JoyBits Co","JoyBits, JoyBits Co",3.27,70
Senran Kagura: Shinovi Versus,Action,"Singleplayer, Multiplayer","XSEED Games, Tamsoft","XSEED Games, Marvelous USA",3.7,70
Homefront,Shooter,"Singleplayer, Multiplayer","Digital Extremes, THQ, Kaos Studios","Deep Silver, THQ",2.96,70
Silent Hill: HD Collection,"Action, Adventure",,"Konami Digital Entertainment, Vatra Studios",Konami,3.29,70
Poltergeist: A Pixelated Horror,"Casual, Indie",Singleplayer,Glitchy Pixel,Glitchy Pixel,0.0,70
Pride of Nations,"Strategy, Simulation","Singleplayer, Multiplayer",Ageod,Slitherine,0.0,70
Phineas and Ferb: Across the Second Dimension,"Action, Adventure",,"Disney Interactive Studios, High Impact Games",Disney Interactive,4.4,70
Evochron Mercenary,"Action, Simulation, Indie","Singleplayer, Multiplayer",StarWraith 3D Games,StarWraith 3D Games,3.0,70
Fate of the World,"Strategy, Simulation, Casual, Indie",Singleplayer,Red Redemption,Red Redemption,2.39,70
Never Alone,"Adventure, Casual, Indie","Singleplayer, Local Multiplayer",Upper One Games,E-Line Media,3.47,70
Halo: Spartan Assault,"Action, Shooter, Adventure","Singleplayer, Multiplayer","343 Industries, Microsoft, Vanguard Games",Microsoft Studios,3.11,70
The Whispered World Special Edition,"Adventure, RPG, Indie, Puzzle",Singleplayer,Daedalic Entertainment,Daedalic Entertainment,3.49,70
Puzzle Agent,"Adventure, Casual, Puzzle",Singleplayer,Telltale Games,Telltale Games,3.17,70
Hyperdimension Neptunia Re ; Birth1,"RPG, Strategy",Singleplayer,"Idea Factory, Compile Heart, Felistella, COMPILE HEART Co, FELISTELLA Co","Retroism, Idea Factory, Nippon Ichi Software",3.28,70
Danganronpa Another Episode: Ultra Despair Girls,"Action, Adventure",Singleplayer,"Spike Chunsoft, NIS America",Spike Chunsoft Co,3.69,70
Assassin's Creed III: Liberation,"Action, Adventure",,Ubisoft Sofia,Ubisoft Entertainment,3.14,70
Papo & Yo,"Action, Adventure, Indie, Puzzle",Singleplayer,"Minority, Minority Media",Minority Media,3.38,70
Might & Magic X - Legacy,RPG,Singleplayer,"Ubisoft, Limbic Entertainment",Ubisoft Entertainment,3.25,70
Atelier Meruru Plus: The Apprentice of Arland,RPG,,Gust,NIS America,0.0,70
Dragon Fantasy: Book I,RPG,,Muteki,Muteki,2.89,70
Inazuma Eleven 3: Team Ogre Attacks!,"Sports, Arcade",,Level 5,Nintendo,0.0,70
The Golf Club,"Simulation, Sports","Singleplayer, Multiplayer",HB Studios,HB Studios,3.59,70
Crowntakers,"RPG, Strategy, Indie",Singleplayer,"Kalypso Media, Bulwark Studios, Kalypso Media Mobile","Kalypso Media, Kasedo Games",2.47,70
Order of War: Challenge,Strategy,,Wargaming.net,Wargaming,0.0,70
Tekken Revolution,"Arcade, Fighting",,Bandai Namco Entertainment,Bandai Namco Entertainment,3.26,70
Gauntlet Slayer Edition,"Action, Adventure, RPG","Singleplayer, Multiplayer, Local Multiplayer, 4 Player Local",Arrowhead Game Studios,Warner Bros. Interactive,3.47,70
Ionball 2: Ionstorm,"Action, Casual",Singleplayer,Ironsun Studios,Kiss,1.91,70
Brink,"Action, Shooter","Singleplayer, Multiplayer","Bethesda Softworks, Splash Damage",Bethesda Softworks,2.72,70
Anomaly Defenders,"Action, Strategy, Indie",Singleplayer,11 Bit Studios,"11 bit studios, Chillingo",2.83,70
Chronology,"Adventure, Indie, Puzzle, Platformer",Singleplayer,"Bedtime Digital Games, Osao Games","4EversGames, Bedtime Digital Games, Osao Games",3.43,70
Starpoint Gemini 2,"Action, RPG, Simulation","Singleplayer, Multiplayer",Little Green Men Games,"Iceberg Interactive, Little Green Men Games - Intercorona",2.25,70
Lead and Gold: Gangs of the Wild West,Action,Multiplayer,Fatshark,Fatshark,2.53,70
NOBUNAGA'S AMBITION: Sphere of Influence,Strategy,Singleplayer,"Koei Tecmo, KOEI TECMO America",Koei Tecmo Games,0.0,70
Splice,"Action, Adventure, Simulation, Casual, Indie, Puzzle",Singleplayer,"Cipher Prime Studios, Black Knife Games","Cipher Prime Studios, Black Knife Games",3.25,70
Beat Hazard,"Action, Casual, Indie","Singleplayer, Multiplayer, Cross-Platform Multiplayer",Cold Beam Games,Cold Beam Games,3.63,70
